sample_index,id,unique_id,host,dopant,defecttype,site,target_eV,natoms,spacegroup,supercell
10187,16951,50dd49a71aee061ac7e95f954f6e1f0a,W2Te4,C,interstitial,int1,10.92373883749998,55,11,331
10188,16952,452e1dc6caa702ac98e8bb7884fe298d,Si2,Co,adsorbate,ads2,0.8651608449999948,19,164,331
10189,16954,7ffa3c475ead071bbdfb6c3d84945b91,Si2,Au,adsorbate,ads2,0.6230061425000041,19,164,331
10190,16956,2e52625ba63ce70378df0163417f7898,Sn2,Cd,adsorbate,ads1,0.2796142699999983,19,164,331
10191,16957,dfedb9e8d451745874b8dc6849a0ad2d,ZrSe2,W,adsorbate,ads2,2.087859344999975,28,164,331
10192,16959,8cccadd95b052d59e950c63ed8cfe7a0,Si2,Cu,interstitial,int1,1.7823349524999998,19,164,331
10193,16960,6518d45086bbc9329a7dd34c7912a0b5,Si2,Sb,adsorbate,ads1,-0.0443074399999963,19,164,331
10194,16961,627a64c62bb7f959c0813e2f793e1fbc,ZrSe2,K,interstitial,int0,4.063755959999981,28,164,331
10195,16962,c87ec828fda0ddf3b3e6ff3fe046428f,W2Se4,Rh,interstitial,int3,8.313710579999963,97,11,441
10196,16964,126d8bd6a5cb1f762cc662def11523fe,W2Se4,C,adsorbate,ads0,6.3693192474999725,97,11,441
10197,16965,1eab5ef68751d07e5a22f00364fc3d1d,W2Te4,Li,adsorbate,ads1,0.3968814099999929,55,11,331
10198,16967,d901112de0412aa3b9a0554108f50b2c,ZrSe2,V,adsorbate,ads0,5.036487259999985,28,164,331
10199,16970,7842ea08ecc43b099e3810cd52cb3c8b,Sn2,Pd,adsorbate,ads1,0.2296313849999967,19,164,331
10200,16971,1b734ba3e3ecd14b09065ad5c71282cd,Sn2,Br,adsorbate,ads0,-1.4314989137500018,19,164,331
10201,16972,94e4416011d43ff0aad3da3188cf89eb,Si2,Y,interstitial,int1,2.121628360000006,19,164,331
10202,16973,5528441101b44e8b1822b6018c021f50,Si2,Ru,adsorbate,ads2,0.108521234999996,19,164,331
10203,16975,4fb36d170158364e3bbe4f12dbacd8d1,ZrSe2,Zr,interstitial,ads2,-0.3394208250000208,28,164,331
10204,16976,2e5c8f17c7adc37624d1bd62f089e384,W2Te4,Ga,interstitial,int3,5.036746493750028,55,11,331
10205,16977,fe16fbffb36a81f090c8ade95d586071,W2Te4,Ca,adsorbate,int4,0.495182467499985,55,11,331
10206,16978,c59982ff48fe177338c03ce73cceef50,W2Se4,Ag,adsorbate,ads0,2.199444087499957,97,11,441
10207,16979,949b90e5057c95c383c0ef64cb164406,ZrSe2,Zn,interstitial,int0,2.4948517199999776,28,164,331
10208,16980,b72348acbe449586e493f7dcbe41dbcd,W2Se4,Rb,adsorbate,ads1,-1.1603044050000249,97,11,441
10209,16981,ff2510d7b8732a89db2fa2cbb526aedb,Si2,Al,interstitial,int1,2.996850482499993,19,164,331
10210,16982,67b329d692415ae87ffeff6eac8814a8,W2Se4,F,adsorbate,ads1,-0.8064561874999834,97,11,441
10211,16983,6f644b9c746e35770352f42fe770befc,ZrSe2,S,adsorbate,ads1,-0.7370308900000219,28,164,331
10212,16986,2ec9c42e167acc263ed9fa0894754d94,Sn2,P,adsorbate,ads1,0.1330198700000018,19,164,331
10213,16988,44c8921d1ce20bebc2f7fe4125eeae98,W2Te4,N,interstitial,int4,2.0669312200000203,55,11,331
10214,16989,7b7e383d42a8dcb90a908f7b1b2b43fe,Sn2,Bi,interstitial,int1,0.6395419916666643,19,164,331
10215,16993,634a4fd11abf0eb0e5e415e64d2ff3ff,W2Te4,Zr,adsorbate,ads2,3.050174375000009,55,11,331
10216,16995,662fff23244ff54cf0e721b1e2da12c7,Si2,Be,interstitial,int1,2.095212684999996,19,164,331
10217,16997,da3d1d568a3f64c704922e917afccfde,Si2,Ta,adsorbate,ads0,5.691031259999997,19,164,331
10218,16998,6648a7faf662e9f6adff553bc2d199db,W2Se4,Re,adsorbate,ads2,6.085334359999997,97,11,441
10219,16999,f3ae942a9bd3de88cc558006cc9370ad,Si2,B,adsorbate,ads0,3.953415367499996,19,164,331
10220,17000,e64dac12be0c82c0be1ff7479da06e52,ZrSe2,Te,interstitial,int0,3.9775660299999966,28,164,331
10221,17001,21ad51b2655455ca0f441d5703a92d16,W2Te4,F,interstitial,int0,5.364762992499997,55,11,331
10222,17003,cfc0d08746d5dc6f39b73b12310f3a59,Si2,Mg,adsorbate,ads2,0.4124518850000074,19,164,331
10223,17004,e5070735a467d2edbc39c197b4980759,Si2,Ni,adsorbate,ads1,1.447846414999999,19,164,331
10224,17005,352c5a026d84bd19908ea7697667c50d,ZrSe2,Co,interstitial,int2,0.454726505,28,164,331
10225,17006,e84a66b1ebf0f80b5253053af59d0413,Si2,C,adsorbate,ads1,1.5588849475000028,19,164,331
10226,17009,28d68dab0ac7705d923e4b46df66a42d,ZrSe2,Ba,adsorbate,ads2,-2.257615550000011,28,164,331
10227,17010,8d6a4be443ebc711b59708d885535a19,ZrSe2,Cr,adsorbate,ads2,6.071828294999998,28,164,331
10228,17011,2d4dc15e0c6593e09deb2a5d38cf0e72,Si2,Li,interstitial,int1,0.4222047899999961,19,164,331
10229,17012,ce49c25cfe7d44ce1d545f7236e02767,W2Te4,Sc,interstitial,int3,4.144842724999993,55,11,331
10230,17013,ead211da2f0152a2052be490824a06b8,W2Se4,Se,interstitial,int4,4.240362403333313,97,11,441
10231,17014,f88c0befc130d3ee70693dc592dee560,ZrSe2,Cs,adsorbate,ads0,-1.6909106250000092,28,164,331
10232,17015,bfecc6a67d7f800439040185b6353771,Sn2,W,adsorbate,ads1,4.568655165000001,19,164,331
10233,17017,cb825d9464f3254cb5d2bf7de1916e42,W2Te4,Cu,adsorbate,ads1,2.7193418124999966,55,11,331
10234,17018,747bbdcf45921819c0e0d07f1b0fa5df,W2Te4,I,interstitial,int4,7.383545585000028,55,11,331
10235,17019,9351bc48daf924461a7e6aaad7e7ff08,W2Te4,Cr,adsorbate,ads2,2.668666245000006,55,11,331
10236,17020,c4309bcb41ed740e03ff225d5be34145,ZrSe2,Tc,interstitial,int2,1.89780885499998,28,164,331
10237,17021,fedb3ee26ead83c6f22d4e1681ae5e62,Si2,Cl,adsorbate,ads1,-1.0165026900000005,19,164,331
10238,17022,d80daf9febfabfbbf446e3f476c3bb41,W2Te4,Ba,adsorbate,ads2,-0.449530190000004,55,11,331
10239,17023,3dacfafe3df040ab7e7388776500e451,ZrSe2,Cu,adsorbate,ads1,1.176469202499979,28,164,331
10240,17024,d8f06cd07ecebb2bbf9e3d824b2f9fd0,ZrSe2,O,interstitial,int0,-1.2131325550000156,28,164,331
10241,17025,a3958794189964bd3822eb7bed84e725,W2Te4,Cs,adsorbate,ads0,-0.6725861449999909,55,11,331
10242,17027,9ee6a9c6af4bc644ad99be9d48982301,ZrSe2,Au,adsorbate,int2,1.3075596824999858,28,164,331
10243,17031,e15a58f18db31585111497011b12e04a,ZrSe2,Fe,adsorbate,ads2,0.4883307599999807,28,164,331
10244,17032,fcf6af521fa330e2744a66e240ce8aab,W2Se4,Li,adsorbate,ads0,0.1751402299999551,97,11,441
10245,17033,2804ef17982d6d276f61d7f9f05d87d4,W2Te4,Xe,adsorbate,ads0,0.0720421800000243,55,11,331
10246,17034,3f530c9f8d6e4aaea15c78acecdf1919,ZrSe2,Sr,adsorbate,ads0,-0.1206756925000134,28,164,331
10247,17035,4a80b17980867541828d4a0f6f22771c,Si2,Ca,adsorbate,ads0,0.5339265774999953,19,164,331
10248,17036,bf1cd2cb8eb4a8213744654581dc0202,Sn2,Cl,adsorbate,ads2,-1.3817296199999989,19,164,331
10249,17038,95d28101c77999b07c1829c3059fc158,W2Se4,Hg,adsorbate,ads2,0.1692205750000246,97,11,441
10250,17039,f1ff225b900d0cec6c66188b1d3fd4d1,W2Te4,B,interstitial,int4,1.5015654375000302,55,11,331
10251,17040,6071bea65a4b4f1ce1134b7350f88cf7,W2Se4,Sn,adsorbate,int4,1.931150455000032,97,11,441
10252,17042,662fb19df1c2dc4b3db22f0dac2188c3,ZrSe2,B,interstitial,int1,7.467972767499982,28,164,331
10253,17043,f9a407401201bf0bf6d2738af5f97dd4,W2Te4,Sr,adsorbate,ads0,1.2647565375000072,55,11,331
10254,17046,d69ebc08136968a0503a4ac1fa5c5b94,Si2,Pb,adsorbate,ads0,0.761541234999997,19,164,331
10255,17047,1d4003d415fb41f4e1531758059f79f5,ZrSe2,Xe,adsorbate,ads0,0.1040207099999994,28,164,331
10256,17048,5ee57a29af26196f8231a828d9f4afc1,Sn2,Lu,adsorbate,ads0,2.1137544150000016,19,164,331
10257,17049,faf12fe14ce90bd905809d8ca9dfa338,Si2,N,adsorbate,ads0,2.200148110000006,19,164,331
10258,17051,9a27760cc5a93a9438dd25364d53aa07,W2Te4,Fe,adsorbate,ads2,3.4380978899999786,55,11,331
10259,17054,d24f280e24543fcc1135a26f0ac15020,W2Te4,Ta,interstitial,int4,4.889548890000009,55,11,331
10260,17055,33ba19c0bdd929de950bfa6b0fc8b435,ZrSe2,Y,adsorbate,ads0,1.7871433299999957,28,164,331
10261,17056,fd5eed12c7b917892d1b51ca94e007ff,W2Te4,Ni,adsorbate,ads1,2.892276455000028,55,11,331
10262,17059,46650013f71663a1f6bcde3e4c6655a1,Si2,O,adsorbate,ads1,-2.6507096750000017,19,164,331
10263,17060,ba78674d90e03e88c71d2981e9d01269,ZrSe2,Os,interstitial,int0,4.369834879999976,28,164,331
10264,17063,8eea0c3c65d8ef5ae24f8c3d1a53c640,Sn2,Hf,interstitial,int1,-0.3267381200000034,19,164,331
10265,17064,8a76548213c7a8deef2bef66a4b8a93f,Sn2,Mg,adsorbate,ads1,0.4930013349999998,19,164,331
10266,17065,4db6478873e5355d3c506c63898211a2,Sn2,Ge,adsorbate,ads0,1.5318419150000002,19,164,331
10267,17066,ae1e2f6d164d2f0181f4283aaaf66085,Sn2,Ni,interstitial,ads2,1.1584910549999972,19,164,331
10268,17067,e4304bfae9f812b51f90c666616618a4,W2Se4,Na,adsorbate,int4,-0.6192790533333671,97,11,441
10269,17070,16ebfcb675abd7bf2b3dc80b3a1d0dc7,W2Se4,Pt,adsorbate,ads2,2.2620615274999665,97,11,441
10270,17071,f6992b1cc4c5a6fb3edc123cc3fccd69,W2Se4,Al,adsorbate,ads0,2.2346981424999512,97,11,441
10271,17072,53c86ce65186b657b96f6bbd3f0eb121,Si2,Ag,interstitial,int1,2.9813783475,19,164,331
10272,17074,116cfd1b18d3fe966b52b5f6e0807336,W2Se4,Si,interstitial,int4,3.4220050249999776,97,11,441
10273,17075,6f036f74658b1368b8b5cb7d43c01a8a,W2Te4,Ti,interstitial,int3,2.1952938550000205,55,11,331
10274,17076,d21fc9868b36c05f7365dea3dc425a30,W2Te4,Mn,interstitial,int3,2.021389382499999,55,11,331
10275,17077,f7fd2a73b762e632c2f949ac5e2d5b5f,Si2,I,adsorbate,ads0,-1.0191474350000018,19,164,331
10276,17080,bb32010fc081bb209610e24d6f82f429,W2Se4,Be,adsorbate,ads0,3.7667165250000094,97,11,441
10277,17082,b6483fe2ed20e9a2662b7d599c687725,Si2,Pd,adsorbate,ads2,-0.8163559449999989,19,164,331
10278,17083,90fe3f6a56c2af2d7129c2dbfde48593,Sn2,Rh,interstitial,int1,-0.4611891600000035,19,164,331
10279,17084,418c9328cdca3e316b75eec8e1d8852a,ZrSe2,C,interstitial,int0,3.905866057499976,28,164,331
10280,17085,76deb3d4896078b4a6db5e154776fa8f,Si2,Nb,adsorbate,ads1,2.7236650200000057,19,164,331
10281,17086,88c4651eb719183975db2b9825fac0c1,W2Se4,K,adsorbate,ads0,-0.851565430000021,97,11,441
10282,17088,16b73f883a7115f9da0f4ce0813e1ce1,Sn2,Ru,adsorbate,ads1,2.2840602450000045,19,164,331
10283,17089,c193acfd61010f7749364895a8f568de,Si2,H,interstitial,ads2,1.0450554275000048,19,164,331
10284,17090,26252809cc75866f236fa0fcae43db0d,W2Se4,Mg,adsorbate,int3,1.0198828249999794,97,11,441
10285,17091,4c7ca0f532d082f24fed8c70ab5133b4,W2Se4,Cs,adsorbate,ads1,-1.4045596450000288,97,11,441
10286,17092,ccde447c70d59714ca4fe889f90c83b9,Sn2,Sb,adsorbate,ads2,-0.3656076700000019,19,164,331
10287,17093,85862d580bc20257bf2f43a7ef156ec4,Sn2,Au,adsorbate,ads1,0.4096943125000019,19,164,331
10288,17094,15b52415c25f63b2d01eead7f7a92127,W2Se4,N,adsorbate,ads1,3.926096890000002,97,11,441
10289,17095,bcccfeb113b8709433d8da16c2a68b57,W2Se4,Nb,adsorbate,int4,3.0716736500000152,97,11,441
10290,17096,4510c1e6e846977485bfe1ebc1b42258,ZrSe2,Ca,interstitial,int0,1.637424097499986,28,164,331
10291,17097,634830c53ad369bd1014f537a853cb40,Sn2,Sc,adsorbate,ads0,2.4518057249999963,19,164,331
10292,17098,54c9c2ef842dbe6611d4662952f3f64b,W2Te4,F,interstitial,int4,0.6896875225000292,55,11,331
10293,17099,d44aa981fc37bf52e1e2cfef21116cd1,W2Se4,Co,interstitial,int3,2.2792413350000267,97,11,441
10294,17100,85ab7808c8a0b681473c11bee12478a7,Si2,Cd,adsorbate,ads2,0.8218119000000023,19,164,331
10295,17102,1b123adb6823f94debd37943360c5446,W2Se4,S,interstitial,int1,3.6684107799999657,97,11,441
10296,17103,535ea5ef7c34205bf239e1acd7468d95,W2Se4,Cu,adsorbate,ads0,2.84362480249998,97,11,441
10297,17104,5eb0841dd18ff1a21d23181f35bc3523,Sn2,Co,adsorbate,ads1,2.024413845000001,19,164,331
10298,17107,af51e335c92f99eb64ec93fce22e8dca,Si2,Si,interstitial,ads1,0.7727899949999983,19,164,331
10299,17108,b6e29ce558b62bbbef86dc76d5c8e830,W2Se4,Tl,adsorbate,ads0,0.7292289149999895,97,11,441
10300,17109,63936a1ab012a22b0f2854dea041228d,W2Te4,Te,interstitial,int4,3.359758380000022,55,11,331
10301,17110,6b4b11447968317ac77056284d08ef09,Si2,Na,adsorbate,ads1,-0.6418718033333397,19,164,331
10302,17111,b5f5d0556e698fe65a122b62e64d6484,Sn2,As,adsorbate,ads0,1.4683493249999993,19,164,331
10303,17112,c55290ccff6eb4cb252d46fe4b8e6e6c,ZrSe2,Pb,interstitial,int0,4.355862924999984,28,164,331
10304,17114,a1fa46db692d797f6a08906763d47336,W2Te4,S,adsorbate,ads0,0.8407387700000077,55,11,331
10305,17115,524ef6318d791a9d4349a58b40bd5e6e,Sn2,Se,adsorbate,ads2,-1.1866108866666651,19,164,331
10306,17116,f40d83d839341f4cb0927286563121fe,Si2,K,adsorbate,ads1,-1.1849685899999958,19,164,331
10307,17117,935466f440f7fbf116d4087fc4728ee6,Si2,Mo,adsorbate,ads1,3.0471703899999945,19,164,331
10308,17118,54e64fee279ba23ad6b6869c6ac18f89,W2Te4,Br,interstitial,int3,6.3562392162500085,55,11,331
10309,17120,8a086ada89f726a1232aefc981d8217b,ZrSe2,Rb,adsorbate,ads0,-1.4413756550000216,28,164,331
10310,17121,bf1df660944e5f894f3167852ef7e674,ZrSe2,Ag,adsorbate,ads1,1.2347321874999877,28,164,331
10311,17122,bcef672872604bab9e07cb2a68f0a529,Sn2,Ga,adsorbate,ads0,0.8418599837500027,19,164,331
10312,17124,751a9c55acefd204df174117c7f4182c,Si2,V,interstitial,int1,0.9639149400000075,19,164,331
10313,17125,d7119e0131484057186830c197affdcd,W2Se4,I,adsorbate,ads1,0.8796905949999345,97,11,441
10314,17126,b089de31896e4c5c219a81b95efe1a19,Si2,Os,adsorbate,ads0,5.880308079999998,19,164,331
10315,17128,8e8d9bdb98a67ea2ea4e0ae6c76f0666,W2Te4,O,interstitial,int1,10.159815885,55,11,331
10316,17131,f522ab45999f98b2c00071aeab9149df,Sn2,Zr,interstitial,int1,-0.8632377250000065,19,164,331
10317,17132,8957edd4bcdbf69198dee0ebee13f162,W2Te4,Rb,adsorbate,ads0,-0.4139963950000181,55,11,331
10318,17133,bc4a3f686f81a6c6084cba0692cf5272,W2Te4,H,interstitial,int2,1.3878835275000103,55,11,331
10319,17134,4c8254ed17718cd314e9f5a910e87efb,W2Te4,Ag,adsorbate,ads1,2.1482844674999924,55,11,331
10320,17136,61c89a35031d9bfc503e0708bf7b2547,ZrSe2,Pd,interstitial,int2,0.7253866849999886,28,164,331
10321,17138,eec76602c7917c51686b9aedae090108,Si2,Sn,adsorbate,ads1,-0.0504371750000034,19,164,331
10322,17139,a94538514e5f37b55dff63a497b6bcff,W2Se4,O,adsorbate,ads0,0.5819431349999604,97,11,441
10323,17142,55da4696202aeb7b552e10883f594e38,Si2,Zn,adsorbate,ads1,0.4659236799999953,19,164,331
10324,17143,4c1def6a86aa36e78b1ea291ddee8d57,ZrSe2,Al,adsorbate,ads0,1.3873766524999946,28,164,331
10325,17144,52d571ebb88a154757f213aa66163e71,ZrSe2,Pt,adsorbate,ads2,3.0007067774999854,28,164,331
10326,17145,8afd42c13ee7342efe8f171bdd8106c9,W2Se4,Mn,interstitial,int3,2.159621262499977,97,11,441
10327,17147,144af621faaa821376be3b69ecaa8b26,W2Te4,Y,adsorbate,ads0,3.5179327599999826,55,11,331
10328,17149,4048c5b9370016504af5f8fc812ed2f9,W2Se4,B,adsorbate,ads0,5.319057927499923,97,11,441
10329,17150,53d8ee027a4ebebee0f80a847881c957,W2Te4,Be,adsorbate,ads0,4.314062325000027,55,11,331
10330,17152,c971cb8080084d496f05326c29321c8c,Sn2,Ti,adsorbate,ads1,1.5820218350000026,19,164,331
10331,17153,1d3bd86f75861b02a7605fbba12ce528,ZrSe2,Ni,interstitial,int0,1.6141972249999963,28,164,331
10332,17154,c22241b74aa7bcec885bf64e8cd4e81c,ZrSe2,Ge,interstitial,int2,2.259112674999975,28,164,331
10333,17155,1dfba295de31fa95fde15c4bffe1cea2,W2Te4,Al,adsorbate,ads0,2.7025218124999806,55,11,331
10334,17156,c643a5bcec0689e6188e5f09105706a9,W2Te4,Pt,adsorbate,ads2,2.396883717499989,55,11,331
10335,17158,bb9945b45d4342fee0974481cc79cc95,Sn2,Mn,adsorbate,ads1,1.5342246825000048,19,164,331
10336,17160,d22cd245a1b150223d6068e0072a9b6b,W2Te4,Na,adsorbate,int4,-0.1183710433333209,55,11,331
10337,17161,b06492fabfbf393ec6540f4cfe8c2dc1,Si2,Te,adsorbate,ads1,-0.7583140199999949,19,164,331
10338,17162,e3d565361fd5afac4fc4f3fa2f912a12,W2Te4,Si,interstitial,int4,3.776206645000004,55,11,331
10339,17163,d2d4cf3103c2495d98a369122c5460b5,Si2,F,adsorbate,ads1,-2.8691298675000008,19,164,331
10340,17164,fea4d3a80aa19f3a0b9e14a397437172,Si2,Se,adsorbate,ads0,-0.3606616166666696,19,164,331
10341,17167,629fcefdb428806cd50cd61ccbe29a06,ZrSe2,Be,adsorbate,ads0,2.769162924999978,28,164,331
10342,17168,2de8567fa885c4c6da278518ad06502c,W2Te4,B,interstitial,int1,11.808140367499984,55,11,331
10343,17169,63433ad3f331d88df51cf1f23062054f,Si2,Cs,interstitial,int1,9.509862004999992,19,164,331
10344,17170,1fdca6c5b7143cd036782f7d522a3c1a,ZrSe2,Lu,adsorbate,int2,-1.0461853549999995,28,164,331
10345,17171,baa81dde7a97650e257890b97aba5518,Si2,As,adsorbate,ads2,-0.6331173249999926,19,164,331
10346,17172,8fe568cdc22aad62d060e988f87f6815,ZrSe2,Hg,adsorbate,ads2,0.1404210049999781,28,164,331
10347,17173,145a46100a39dc8a3f845bcc3d76249c,ZrSe2,Li,adsorbate,ads0,-0.4433340600000111,28,164,331
10348,17174,6e7d5e4c73eecb62ee595050d867b1ce,W2Te4,Mn,adsorbate,ads2,2.6565105925000214,55,11,331
10349,17177,dd84042c46384aa107608227dbe46270,W2Se4,Sr,adsorbate,ads0,0.6755188574999538,97,11,441
10350,17178,397055f47a2d76cbec255f33036cfa2a,W2Te4,Ti,adsorbate,ads2,2.6196226049999933,55,11,331
10351,17180,d29b10a77c97ae190961e877d64bc9f1,W2Se4,Fe,adsorbate,ads2,2.245764950000007,97,11,441
10352,17182,95a418e9326f6ca19f3446992043237c,W2Te4,Mo,interstitial,int4,4.672541089999985,55,11,331
10353,17184,886a515be1a5f4e9c4923e664de5d766,W2Te4,Hg,adsorbate,ads2,0.1440189650000141,55,11,331
10354,17185,5a49629f75006782abdeb0e43f1a8a6b,Si2,Sc,adsorbate,ads2,-0.3419995050000004,19,164,331
10355,17187,962d024cba1e5787185676842669bbad,W2Te4,Sn,interstitial,int4,5.849196604999984,55,11,331
10356,17188,644f19a11ef6d8623083ddd1c526a493,Sn2,Cd,adsorbate,ads0,0.4087837899999961,19,164,331
10357,17189,7110a4ed09089f4ab20a9b81b7767a5a,Si2,Sb,adsorbate,ads0,1.2856447900000072,19,164,331
10358,17193,269cab7445813b42b89a5549f67a4b2f,W2Se4,Xe,adsorbate,ads0,0.0462559499999732,97,11,441
10359,17194,7fdb53c6f0c6d1ddbfc99f350b5cb946,W2Te4,Li,adsorbate,ads0,0.7587721699999872,55,11,331
10360,17195,d06f8db31a6c1d69daef219b7432b2f6,ZrSe2,V,adsorbate,ads1,1.7502774299999952,28,164,331
10361,17196,592e0332321f0c689321452ab7bb6f58,ZrSe2,Cl,interstitial,int0,2.518935039999998,28,164,331
10362,17197,fed21a747a91dbba0753e1420934a093,Sn2,H,interstitial,int1,1.425552757500002,19,164,331
10363,17199,1fd659211513407736bf522aa5fde1da,Sn2,Pd,adsorbate,ads0,1.9229730449999984,19,164,331
10364,17203,c66ad7aaa2c2568dd63b5352b544d006,W2Se4,Ag,adsorbate,ads1,2.008840927499933,97,11,441
10365,17204,3ec4fa7d4286d52378836ea09badd195,W2Se4,Rb,adsorbate,ads0,-1.0194006249999945,97,11,441
10366,17205,1e8b455128f9dde4d7c3540d4e215067,W2Se4,F,adsorbate,ads0,-0.5921998175000533,97,11,441
10367,17206,1a6d7e5095d5d504790519247dc4dfc3,ZrSe2,S,adsorbate,ads0,0.9709759699999898,28,164,331
10368,17208,6fad0e771c5af03f7e587e1c1dfa7a03,Sn2,Re,interstitial,int1,0.6877743399999972,19,164,331
10369,17209,c14c05377da6c9b95d8f9953fd472374,ZrSe2,N,interstitial,int0,1.4175168899999786,28,164,331
10370,17210,1fa932fa2579a0568457d36776322305,Sn2,P,adsorbate,ads0,1.8032958500000007,19,164,331
10371,17213,d0df7394a58ce668aab855c7e9ade8c0,ZrSe2,Ga,interstitial,int2,1.290825293750001,28,164,331
10372,17217,11be15e81e1876ae455c6aaae2a4de35,Si2,Ta,adsorbate,ads1,3.5283025200000058,19,164,331
10373,17218,15af4ff1067d5ec2e27df8229afd1944,ZrSe2,Se,interstitial,int0,2.3555220233333274,28,164,331
10374,17219,714d9d516951ef11590ed12ca6b2a028,Si2,B,adsorbate,ads1,1.5127965274999973,19,164,331
10375,17220,f41af952c56a66dd837c982eab96398a,W2Se4,S,interstitial,int4,3.067158009999992,97,11,441
10376,17226,e983eebc52712d6e03dc91623921045f,Si2,Ge,adsorbate,ads2,-0.1128500550000035,19,164,331
10377,17227,8fb9df76fd6fe0e9a1739bcbef5a5a38,Si2,C,adsorbate,ads0,4.716945317500004,19,164,331
10378,17228,6f5c242bf15b29ec3d8e29b0777de563,ZrSe2,H,interstitial,int2,1.0471095374999797,28,164,331
10379,17230,a6ab4399c091e99fc813b55488497a70,Si2,Lu,adsorbate,ads2,-0.0545588150000009,19,164,331
10380,17231,4e9c3cb6cef56cadbc2ef20749d42b4e,ZrSe2,As,interstitial,int2,2.4646192450000024,28,164,331
10381,17232,c352899fcae816739b6c004b3a08da9e,Sn2,Pb,adsorbate,ads2,-2.1826581350000027,19,164,331
10382,17233,d25b7adb4d6dd27d77fa7f07f6a77120,ZrSe2,Cs,adsorbate,ads1,-1.9215841750000149,28,164,331
10383,17234,c9000b972907fa4a99c3163ea9307037,Sn2,W,adsorbate,ads0,6.790989575000002,19,164,331
10384,17238,dc30b00f8c1ba57c0a5dfbfad0cc3f31,W2Te4,Cu,adsorbate,ads0,2.994894772500024,55,11,331
10385,17240,bf961d1e3d6989975ac13f0298059488,Si2,Cl,adsorbate,ads0,-1.9860174299999944,19,164,331
10386,17241,fbb9aaa43d819b0bd46b803e3200e98a,W2Se4,Zn,adsorbate,int4,2.0329848799999217,97,11,441
10387,17244,7afa5b06c3ce42e68fa67e33948bc949,ZrSe2,Sb,interstitial,int0,3.854353169999983,28,164,331
10388,17245,a739e9a7643ef98f575f4ce21ccaae24,W2Te4,Co,interstitial,int3,1.124177344999996,55,11,331
10389,17246,efd6ed7e5c5ffb99491d92fb3a04a339,ZrSe2,Cu,adsorbate,ads0,2.259833022499996,28,164,331
10390,17247,21e908e13572ca686cac87ffc8f2b834,ZrSe2,O,interstitial,int1,-2.169514935000024,28,164,331
10391,17248,405e6f53ce3833373eb7c2e7897279d9,W2Te4,O,interstitial,int4,0.7224459949999869,55,11,331
10392,17249,ff7e5192ce626401e93c6ba9c8f2cc2d,W2Te4,Cs,adsorbate,ads1,-0.8019847750000165,55,11,331
10393,17250,94962b10fcb59327648b4de39cd04290,ZrSe2,Sc,adsorbate,int2,-1.2279329550000249,28,164,331
10394,17251,d0bf20e5511f613329753d31fdcd3beb,Sn2,Ca,adsorbate,ads2,-1.298016322499999,19,164,331
10395,17253,72dd6ab7c083874f83752e8a16bc357d,W2Te4,P,adsorbate,ads2,2.5721756000000333,55,11,331
10396,17254,f5ccb83f2d0ed5f9aa91df642444569b,W2Te4,Na,interstitial,int0,5.974501996666652,55,11,331
10397,17255,82dadfc092c9368f74ae98c42a45ff55,W2Se4,Li,adsorbate,ads1,-0.1919234900000777,97,11,441
10398,17256,1da2741890aef1f5726e19edce2d635c,W2Te4,Xe,adsorbate,ads1,0.0904306400000072,55,11,331
10399,17257,c8cf233945ea624998748d48c90a2c48,ZrSe2,Sr,adsorbate,ads1,-1.769371612500008,28,164,331
10400,17258,2232da3c47d3b14ca947a21b045e2e10,Si2,Ca,adsorbate,ads1,-0.6172550225000057,19,164,331
10401,17260,858708b7131761998989138e80c2203c,W2Se4,Lu,adsorbate,int3,6.867375325000018,97,11,441
10402,17261,148e73d5319151c77d8d08c97555c6fe,ZrSe2,B,interstitial,int0,2.639390037499989,28,164,331
10403,17262,e29909c7e172e417eef26e2e52c76fb8,Sn2,Hg,interstitial,int1,0.2881890350000011,19,164,331
10404,17263,432130110da3fdfb42335620df7d2eb9,W2Te4,Sr,adsorbate,ads1,1.0159305575000148,55,11,331
10405,17264,a9087a8b1c2ccc3930042bbc26f458cc,W2Se4,P,interstitial,int3,3.731984199999939,97,11,441
10406,17266,e4d49e853a5b779e06de6e5210c89bca,Si2,Pb,adsorbate,ads1,-0.1572828649999977,19,164,331
10407,17267,1a54084571d4f68049a758d9248f102e,Si2,S,interstitial,int1,3.0514984799999985,19,164,331
10408,17269,21740d42592e13d980050cb05928358c,ZrSe2,Xe,adsorbate,ads1,-0.4508520200000001,28,164,331
10409,17270,76bc6af2e9987861416c262a7f1a4fe7,Si2,N,adsorbate,ads1,-0.3549465799999982,19,164,331
10410,17271,3766c0f5bad4a77f049f8be47c727c90,ZrSe2,Si,interstitial,int0,3.232067024999993,28,164,331
10411,17275,cbfb33e9f37949b09e73fd8681d74160,ZrSe2,Y,adsorbate,ads1,-0.6487191099999983,28,164,331
10412,17276,38f30913a1e4386aadeb1d70fc39a106,W2Se4,Ir,adsorbate,ads2,4.566054292500022,97,11,441
10413,17277,b92ad6b64b29b6d4642a505645211ca7,W2Se4,Rh,adsorbate,ads2,3.0167236399999524,97,11,441
10414,17278,3f3209cf11b2621ec63499e4c16b98b3,Si2,O,adsorbate,ads0,-2.113049724999996,19,164,331
